"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"85","g__Xanthobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"86","g__Amaricoccus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"87","g__Paracoccus",0.343191396740777,-0.760061509285536,0.256274853273954,0.436245230845348,1.33915361712806,-1.74228038622383,0.238171091865589,0.141927255668839,0.952684367462356,0.594084943179442,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"88","g__Rhodobacter",-0.49349984226259,0.232335069927918,NA,0.27552925190614,NA,0.843231955665688,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"89","g__Rubellimicrobium",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"90","g__Altererythrobacter",1.72399284291527,-2.03043928733814,NA,0.27552925190614,NA,-7.36923311514605,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"91","g__Novosphingobium",-0.153606432393903,-0.863165081323037,NA,0.27552925190614,NA,-3.13275296670525,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"92","g__Sphingobium",0.149662069551162,-0.464193871252194,0.180477151090645,0.34660129485626,0.82925771293893,-1.33927333261897,0.434321634304074,0.222332307443232,1,0.752509348269401,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"93","g__Sphingomonas",-0.305909372979169,0.776011737128059,0.358007070360894,0.552473033826691,-0.854478579629147,1.40461468635497,0.411063287442124,0.187738845211238,1,0.680850862794089,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"94","g__Rheinheimera",1.40537332621633,-1.6735962769901,NA,0.27552925190614,NA,-6.07411469167787,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"95","g__Achromobacter",0.133208001466104,-0.174999001309684,0.406798164703044,0.520869040605404,0.327454774933274,-0.335975048749842,0.750075947769167,0.743832660254911,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"96","g__Burkholderia-Caballeronia-Paraburkholderia",0.590017910352337,-1.15900975175687,0.31402009966263,0.401446723704248,1.87891765841176,-2.88708235320094,0.201026890011993,0.101953562650964,0.855985467147842,0.52358983502892,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"97","g__Lautropia",-1.65585220797215,2.47106554576832,NA,0.295518774858145,NA,8.36178867807801,1,0.07577452210308,1,0.52358983502892,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"98","g__Ralstonia",0.53626246328182,-0.630307983541792,0.370490293923262,0.57285232116039,1.44743997906972,-1.10029751169554,0.162538412234185,0.283655860753258,0.781108745895304,0.850967582259773,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"99","g__Acidovorax",-0.255422568544139,-0.478884505373798,NA,0.27552925190614,NA,-1.73805322687455,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"100","g__Aquabacterium",0.648436556045125,-0.696002642441716,0.109710952277191,0.325800919585291,5.91040860174847,-2.1362820072075,0.000357529011626862,0.0651525457608244,0.0471938295347458,0.52358983502892,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"101","g__Comamonas",0.100846079771966,-0.496549400788279,0.10984498935604,0.275758148814215,0.918076285164856,-1.80066990920663,0.527174402496632,0.322728378729158,1,0.925024360256778,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"102","g__Variovorax",1.28694863031727,-3.69494415789147,0.246899061411865,0.350344214356308,5.21244845143595,-10.5466110370346,0.0137277131816552,0.00182075554586607,0.291617546178354,0.0999817081190429,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"103","g__Neisseria",-0.198010466946359,0.342289960552677,0.486126759759046,0.727486589303139,-0.407322705387593,0.470510337352826,0.691585343161454,0.647182008485822,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"104","g__Massilia",-0.451220970276552,0.399864970869658,0.261233021388527,0.394940814719417,-1.72727386407042,1.01246808627196,0.134862066997269,0.350388015248779,0.781108745895304,0.925024360256778,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"105","g__Cardiobacterium",-2.70784672350241,4.67814368266534,NA,0.27552925190614,NA,16.9787550697484,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"106","g__Aquicella",0.690015992252667,-0.793024484576623,NA,0.27552925190614,NA,-2.87818617838359,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"107","g__Buchnera",2.55765633150869,-5.42600087170816,NA,0.27552925190614,NA,-19.6930120274727,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"108","g__Serratia",-0.613503914132514,1.8894388268973,0.163379238541604,0.296827135298985,-3.75509103610056,6.36545181421545,0.165689733977792,0.099200934433061,0.781108745895304,0.52358983502892,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"109","g__Halomonas",0.240966510279944,-0.636919585657842,NA,0.27552925190614,NA,-2.31162238220286,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"110","g__Aggregatibacter",0.00702069223281219,-0.0798077902059081,0.169230451923255,0.375862036206066,0.0414859864346166,-0.212332671347935,0.968896661541506,0.842228794828407,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"111","g__Haemophilus",-0.398114420347821,0.680169601055413,0.209835489114035,0.60792552764051,-1.89726924663094,1.11883704521391,0.0943639181296167,0.295676287022614,0.732708070182906,0.867317108599668,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"112","g__Acinetobacter",0.355854349102392,-0.608513653414417,0.417643271173824,0.53718876516394,0.852053351900608,-1.13277434837773,0.408524058749632,0.276337008321257,1,0.850967582259773,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"113","g__Enhydrobacter",-0.22308369639009,0.0949587371284966,0.530834947856526,0.623444145462541,-0.42025058314432,0.15231314275643,0.68536284975091,0.882711281469528,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"114","g__Pseudomonas",0.395463857795635,-0.271402977678741,0.415406069108764,0.63760692528099,0.951993452199882,-0.425658767051714,0.351443243243555,0.674491710239448,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"115","g__Hydrocarboniphaga",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"116","g__Luteimonas",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"117","g__Stenotrophomonas",0.324310833026351,-0.0690459932192974,0.184741331424451,0.340002120616974,1.75548606543943,-0.203075184042986,0.139532496735252,0.847081780244367,0.781108745895304,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"118","g__Xanthomonas",-0.95133949031862,3.50197627344016,0.300483485524224,0.391589696201365,-3.16602920343164,8.94297349345821,0.194765344175836,0.0708920975774293,0.855985467147842,0.52358983502892,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"119","g__Sumerlaea",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"120","g__Acari",1.39253126997035,-2.26573932490385,0.324854497348938,0.411412738966939,4.28663072647747,-5.50721723054357,0.145903463168607,0.114351452409798,0.781108745895304,0.559051545114569,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"121","g__Cladosporium",-0.475164876413339,0.747690003016305,0.400252842112965,0.50020242765763,-1.18716177980126,1.49477483849413,0.258133344956396,0.160798526385124,1,0.624276631848128,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"122","g__Alternaria",-0.0233744817514044,0.742383573091907,0.197726075088909,0.386468486652592,-0.118216485817026,1.920942065735,0.909754480632735,0.10313133114206,1,0.52358983502892,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"123","g__Knufia",-0.477993901692465,0.214892409181069,NA,0.27552925190614,NA,0.779925934159155,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"124","g__Thermomyces",-2.60920670314027,3.89233381657687,NA,0.27552925190614,NA,14.1267534740842,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"125","g__Malassezia",0.417284533873761,-0.514993352209525,0.331674958110117,0.650979035051114,1.25811287126242,-0.791105895090906,0.223593112283434,0.438646726814908,0.922321588169167,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
