"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"76","g__Streptococcus",0.0257204983806116,0.54125077144172,0.662822841938829,0.749624275165389,0.0388044840237798,0.722029407762048,0.969482718829083,0.486816882507372,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"77","g__Cohnella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"78","g__Gemella",0.617364432496763,-0.980540905685492,0.561245842886847,0.734514760749585,1.09998931897876,-1.33495057973353,0.294826887022457,0.208863325961959,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"79","g__Auricoccus-Abyssicoccus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"80","g__Jeotgalicoccus",-1.05256380327785,1.48142056063111,0.418481377507644,0.513031654064957,-2.5151986679709,2.88758120262798,0.128800015003355,0.242546580014959,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"81","g__Macrococcus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"82","g__Salinicoccus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"83","g__Staphylococcus",-0.251575986521766,1.01879608393286,0.73283484825357,0.612515495445391,-0.343291516664772,1.66329846593031,0.736201949041517,0.124451081417644,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"84","g__Christensenellaceae_R-7_group",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"85","g__Fastidiosipila",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"86","g__Clostridia_UCG-014",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"87","g__[Ruminococcus]_gauvreauii_group",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"88","g__Agathobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"89","g__Catonella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"90","g__Johnsonella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
